Raf Mek Plcg PIP2 PIP3 Erk Akt PKA PKC P38 Jnk I_1 I_2 I_3 I_4 I_5 I_6 I_7 I_8 I_9
-0.0750433688 -0.615376806 -0.3952103608 -0.8577070351 0.5854549562 0.2508806083 -0.1208590233 0.0985610385 0.5634127746 0.1039941646 0.0180270079 0 0 0 0 0 0 0 0 0
3.19766266273217E-05 -0.2297739872 0.0574822868 0.2932810476 0.3487505698 0.8022529966 0.1393309889 0.1435700383 0.2395323023 -0.1144884265 -0.3232430249 0 0 0 0 0 0 0 0 0
0.9435803645 -0.1034784741 -0.747781509 0.5257247003 -0.0737474826 -1.0763574088 -1.2802771707 0.9082693465 -1.1206753797 -0.0537186728 0.9521048058 0 0 0 0 0 0 0 0 0
-0.2357636512 -0.8100096952 -0.3025388626 0.0538680752 0.4739792285 -1.2135151653 -0.4499625729 0.3838792027 0.966159875 0.6668058739 1.2957857067 0 0 0 0 0 0 0 0 0
-0.0595380847 -0.0966333954 -0.6144024878 -1.0304165661 0.1816375246 0.8604727817 0.354140237 0.6753766627 0.1282575947 -0.2655941513 -0.2767158233 0 0 0 0 0 0 0 0 0
0.3535220029 -0.1316097246 0.297352584 -0.0195807299 0.2842766997 -0.1230288231 -1.139616396 0.0859465315 -0.6216351621 -1.004853646 0.5092455165 0 0 0 0 0 0 0 0 0
0.5848556375 0.1811507599 -0.5108790104 1.2045086767 1.2698377412 0.5286110136 0.0004558665 -0.0697145414 0.2498145684 0.0920292584 -0.0902446833 0 0 0 0 0 0 0 0 0
-0.7655114142 -0.4953246989 -2.3599215806 0.552160305 0.3191710174 -1.6546549719 -0.8429062498 -2.5482214517 -0.5871152743 0.1388009826 1.6084867203 0 0 0 0 0 0 0 0 0
-0.1342038377 -0.1034784741 0.3689177597 -0.3321299538 -0.230394965 -0.0495180188 -0.5609716592 0.0600343945 0.2699714058 -0.3948957163 -0.6553578109 0 0 0 0 0 0 0 0 0
0.1602217174 -0.3977715166 0.0081634961 0.1429850212 0.2931132524 -1.647653904 -1.2075653638 0.3379779534 -0.6696715837 -0.3948957163 1.1066138145 0 0 0 0 0 0 0 0 0
0.0665412764 -0.345621348 -0.5987914726 -0.5334376871 0.8305231524 -1.1704489526 -0.5609716592 0.2153813023 0.5964995575 0.2830212595 0.0677731987 0 0 0 0 0 0 0 0 0
0.1424971392 0.1811507599 -0.3583216371 -0.5829080358 -0.0928614722 0.1313354011 -0.1045591306 1.0118302325 0.8290275494 0.5226113932 0.4557855112 0 0 0 0 0 0 0 0 0
0.2354453139 0.3613993591 -1.0511295225 -0.7231233472 0.3570461028 0.327251719 -0.1684829112 -0.2958760225 0.5217104967 0.2412270209 -0.1212559833 0 0 0 0 0 0 0 0 0
-0.1268302087 0.1586372194 -0.6950619099 0.5624273644 1.0426592005 -0.8563530065 -0.1684829112 0.7720080591 0.1161799425 -0.0180608352 1.1256116044 0 0 0 0 0 0 0 0 0
0.2945942015 -0.3098928377 0.2573861466 -0.4876183626 0.1466788927 -0.5323196696 -0.5906839933 0.2031272275 0.4387607435 0.0292120877 -0.806936334 0 0 0 0 0 0 0 0 0
0.0665412764 -0.2700728701 0.1786540169 -0.498760239 -1.5356170558 0.8775027892 0.5970765363 0.9472233846 -0.156075572 -0.2984332896 -0.3732197326 0 0 0 0 0 0 0 0 0
-0.1268302087 -0.1711361096 -0.8357266419 0.2717086418 -0.0065868989 -0.5069452639 -1.0554292952 0.4677369493 -0.6345865575 -0.1691175655 1.443351292 0 0 0 0 0 0 0 0 0
0.2354453139 -0.0506512026 -0.2131896283 0.0255220334 0.9054610612 0.4636521832 -0.1887462314 0.2031272275 0.4888618224 0.200500171 -0.4723891669 0 0 0 0 0 0 0 0 0
0.0175016933 -0.1711361096 -0.3369573016 -0.5394102615 0.4849652507 -1.3740119209 -1.2802771707 -1.778811445 0.3590369425 -0.0250601191 -0.4461964788 0 0 0 0 0 0 0 0 0
1.0588385667 0.0893656213 -2.3599215806 1.1045191679 1.0696486583 -0.8384067741 -1.2232889751 0.3519325835 0.507285873 0.0980352031 -0.0978648428 0 0 0 0 0 0 0 0 0
0.1682902794 0.0020790553 -0.2695030697 0.1929337646 -2.2399912493 -1.2632708554 -0.4689345546 0.7331234945 1.5818482632 0.9762987412 0.3157583114 0 0 0 0 0 0 0 0 0
-0.0161380224 -0.3523357023 -0.3802557548 -0.0969785076 -0.9784023858 -0.9236121679 -1.192076442 0.3185022071 1.0891191888 0.6668058739 0.8493595105 0 0 0 0 0 0 0 0 0
0.3279148495 -0.0506512026 -0.1952438835 -0.6058552399 -0.9318279201 0.3938971061 -0.1318696146 0.1248700385 -0.3755465885 -0.5322571906 1.0433656668 0 0 0 0 0 0 0 0 0
-0.4635957871 -0.1892214855 -0.0950888725 -0.2043663754 -0.3809244449 0.327251719 0.0733508156 -0.0629758696 -0.348165783 -0.2785604224 -0.3617893413 0 0 0 0 0 0 0 0 0
0.3027465503 -0.1080825807 0.012771243 -0.091118625 -0.0006958844 -1.6033689822 -0.7485013336 -0.4503660779 0.4999697002 -0.0111252786 -0.1017074569 0 0 0 0 0 0 0 0 0
0.618538657 0.2099954912 -0.4027908815 0.7071111603 1.2338775607 -0.158431458 -0.7091510839 -0.0301973925 -0.5126461412 -0.3948957163 -0.5215445902 0 0 0 0 0 0 0 0 0
-1.7566011625 -0.7630267447 -0.4417783067 0.3665283956 0.5381814486 2.3233968955 2.2007349564 1.1478421088 0.6156823242 0.1738938562 0.0115425643 0 0 0 0 0 0 0 0 0
-0.4715273987 -0.5479720856 -0.747781509 -0.5545978875 0.6306267109 -0.1729723578 -0.6619730283 0.3643880761 0.9520877889 0.26241074 -0.5158234366 0 0 0 0 0 0 0 0 0
-0.8255868783 -0.6360048762 -0.2695030697 0.1479661462 0.4402900497 -0.4986362887 -0.9838327366 0.3185022071 0.664590795 0.440701594 0.9282669416 0 0 0 0 0 0 0 0 0
0.9666581452 0.0020790553 -0.9169584639 -0.3386115043 -0.2377855224 0.0481315748 -0.5906839933 -0.0697145414 0.5634127746 0.0421967778 -0.3340332862 0 0 0 0 0 0 0 0 0
-0.0080180527 -0.126835094 -0.1056336409 0.0930169494 0.1209510082 0.4858049125 -0.2153943331 0.0600343945 -0.9571020501 -0.1634749469 0.9096037471 0 0 0 0 0 0 0 0 0
0.4120535278 -0.1197388148 0.674110465 0.4219111285 1.4341474439 -0.3321948901 -0.8429062498 0.1435700383 -0.6696715837 0.1864258669 0.9282669416 0 0 0 0 0 0 0 0 0
-0.3877756394 -0.615376806 -1.1469575125 -0.4821214864 0.3191710174 -1.2290642326 -1.423641095 0.3581872668 -1.3334048225 -1.1553618762 -1.2006995143 0 0 0 0 0 0 0 0 0
-0.1176942353 0.0703808648 -0.2695030697 -0.1255937884 0.2295802434 -0.1877404683 -0.5159345188 0.4612899553 -1.1084029183 -0.619132883 0.7821624854 0 0 0 0 0 0 0 0 0
-0.7228605477 -0.5038060342 0.0443223153 -0.545440823 -0.7312499068 0.2601924062 -0.1045591306 0.1568712853 0.0658557467 -0.2434210671 -0.187915335 0 0 0 0 0 0 0 0 0
-0.0342542354 -0.2881461714 -0.2695030697 -0.5275219952 1.2251247317 -0.0889045447 -0.7946306388 0.2153813023 0.6704890889 0.1254533313 0.88596969 0 0 0 0 0 0 0 0 0
0.1762897802 0.0471987304 0.0354305458 -0.0474870316 1.032084733 0.1829952447 -0.3095136463 0.1248700385 -0.0536046552 -0.3119758692 -0.752198656 0 0 0 0 0 0 0 0 0
0.0080132602 0.0417284952 -0.3025388626 -0.6802689111 0.3361788982 0.1626688732 -0.2427448077 0.0213202549 0.3181442067 -0.40255156 -0.452649896 0 0 0 0 0 0 0 0 0
0.1602217174 0.0471987304 -0.0152705868 0.0083690669 0.1364657699 -0.5661367047 -0.8595104199 -0.6081429775 0.085119462 -0.0586017026 0.2055487205 0 0 0 0 0 0 0 0 0
0.1682902794 0.2280752922 0.3038288432 1.0695159384 1.5165869918 0.7090332834 0.1953264681 0.5912846641 0.458422719 0.2688120385 -0.1454877018 0 0 0 0 0 0 0 0 0
0.5499131517 0.3844026767 0.1040103074 -0.5733272347 -0.1389106457 -0.7712257095 -0.6346625444 0.7981644366 -1.4153914007 0.2767387493 -0.9940332025 0 0 0 0 0 0 0 0 0
0.0590464276 0.2919982816 -0.2131896283 -0.3047994593 -0.4984826021 -0.0755924958 -0.1208590233 0.4877796808 -0.3825485653 -0.2249161076 1.0130677035 0 0 0 0 0 0 0 0 0
0.2354453139 0.0078947836 -2.3599215806 -0.2766522445 -2.8975757234 0.2319771813 -0.4499625729 0.2609883674 0.4185771698 -0.0586017026 -0.6606332767 0 0 0 0 0 0 0 0 0
-0.9813635847 -0.5038060342 -0.6506498517 0.4450931324 0.7411593321 -0.4986362887 -0.6436864142 0.0931818639 0.0658557467 -0.2984332896 -0.7342408124 0 0 0 0 0 0 0 0 0
-0.1855580997 -0.3356791635 -0.0058166819 -0.2478460183 1.5805198423 0.1366303161 -0.1975531173 0.7204342477 0.5634127746 0.1934955236 -0.0116569647 0 0 0 0 0 0 0 0 0
0.0253357931 0.3091552081 -0.3299574239 0.2821889143 -0.2989286027 -0.3150100559 -0.1208590233 0.9986484225 0.4267149598 -0.1014220678 -0.1292368687 0 0 0 0 0 0 0 0 0
-0.2093204635 -0.126835094 -0.2891648985 0.4924412234 0.2389032185 0.309829293 -0.1126770742 -0.3810554716 0.0189145838 -0.0537186728 -0.3561459866 0 0 0 0 0 0 0 0 0
-0.1086467045 -0.2820652566 0.8427022079 0.1090680481 -0.4794877097 1.2607240186 1.6052801694 1.5558653174 0.2699714058 0.1177197619 -0.1749044438 0 0 0 0 0 0 0 0 0
-0.5635297498 -0.2078289849 -0.1271376284 -0.8428582892 -1.3445949216 -0.7879296466 -1.0827397791 0.3379779534 -1.8055866475 0.5428958768 -0.6129301777 0 0 0 0 0 0 0 0 0
0.4454900333 -0.1197388148 1.1020313517 0.6389724508 0.5854549562 0.5628589577 0.0823943455 0.6817617114 -1.0526683918 -1.1967773036 0.8427432856 0 0 0 0 0 0 0 0 0
0.1002639315 -0.224217296 -0.1163153582 -0.8477685358 -0.6580101917 0.2223817705 -0.1975531173 0.5975642885 -1.1490342936 -0.3948957163 -0.6372120451 0 0 0 0 0 0 0 0 0
0.9017700804 0.8481774219 -0.316133894 -0.2203167143 1.325488849 -0.5583941466 -0.5039834636 0.2092803377 -1.8055866475 -0.7840171548 -0.4851963103 0 0 0 0 0 0 0 0 0
-1.1684020405 -0.6307856398 -0.7547615849 0.9696266158 0.7124512886 1.005815965 0.4373368929 1.1929771256 0.5964995575 0.0570710308 0.2729263351 0 0 0 0 0 0 0 0 0
0.1933906573 -0.1660607119 -0.2439977494 -0.8780742025 0.9316102671 -0.2257029948 -0.3194126577 0.4482201347 -0.2524708606 -0.5460657265 0.594019014 0 0 0 0 0 0 0 0 0
-0.4635957871 -0.2132455897 -1.4870586215 -1.5213531325 -0.2989286027 -0.1656739443 -0.6527894419 0.2092803377 -0.245585057 -0.0042522993 -0.1496123443 0 0 0 0 0 0 0 0 0
0.3357828676 0.4013940311 -0.2503003141 -0.2203167143 -0.3473280907 -1.4167373804 -0.8104742823 -0.2775722523 -1.0993267537 -1.9231118482 -0.8124414824 0 0 0 0 0 0 0 0 0
-0.5635297498 -0.8503750118 -0.2566515477 0.7071111603 1.2055989455 0.0766878209 -1.0157656714 0.1502513811 -0.087842076 0.2830212595 0.6606622069 0 0 0 0 0 0 0 0 0
-0.6398039187 -0.3162433539 -0.6810573165 0.5775165993 0.4665886711 1.6524793 1.3067414086 0.5912846641 -1.0470322467 -0.5939903354 0.594019014 0 0 0 0 0 0 0 0 0
1.5372896789 1.47447007 -0.0011301696 -0.4050214542 -0.4889407747 0.5991515083 -0.1126770742 -0.0833841201 0.0049531626 0.0633578618 -0.1133684438 0 0 0 0 0 0 0 0 0
-0.3450706286 -0.446654631 -0.3511383541 1.4447841524 1.3797609376 0.207803489 -0.3738638879 0.2289223193 -0.9902442722 -0.5989528939 0.9951231342 0 0 0 0 0 0 0 0 0
-0.6461834836 -0.4911255167 -0.4886021305 -0.471271552 1.4341474439 -0.8384067741 0.1024586579 0.3315444028 0.4737944764 -0.2372026649 -0.6553578109 0 0 0 0 0 0 0 0 0
-0.2194025746 -0.1610249661 -0.2695030697 -0.4372636555 0.7773069545 0.0766878209 -0.1771187877 0.0467199685 -0.5126461412 0.1177197619 1.0433656668 0 0 0 0 0 0 0 0 0
-0.1014712172 -0.2760411737 0.3538811312 0.7111315171 1.3887804982 -0.7201972464 -0.5993318642 0.6099615606 -0.8330711696 -0.2249161076 1.0254955978 0 0 0 0 0 0 0 0 0
-0.1681245918 0.0651046646 0.0443223153 -0.9551286312 -0.2230577696 -0.8808240135 -0.5159345188 0.7592784826 -0.0385373091 -0.2984332896 -0.1923086857 0 0 0 0 0 0 0 0 0
0.3611782405 0.5868258923 1.5776978365 1.1710258012 1.543930269 -0.8049341205 -1.4140766172 0.5193284673 0.0914338229 -0.3257635766 -0.8921480864 0 0 0 0 0 0 0 0 0
0.2441278162 -0.1560282575 0.1634926536 0.1655745272 0.9774960374 -0.5920325669 -0.4203108844 0.3643880761 0.2896080082 0.0695932312 -0.2667983366 0 0 0 0 0 0 0 0 0
3.19766266273217E-05 -0.2641593224 -0.1381041998 -0.6125703643 0.5654635477 -0.9838538542 -0.9407157369 0.7397518642 0.3181442067 -0.3398054496 -0.1835504205 0 0 0 0 0 0 0 0 0
0.0080132602 0.0362114385 -0.2315356826 0.3216767136 0.8042633668 0.3527975942 -0.4387436691 0.0543583374 -0.3755465885 -0.4584116601 0.5885026074 0 0 0 0 0 0 0 0 0
0.6102310233 -0.1150509965 0.3924188062 0.198446904 0.5755084119 -0.3409059181 -0.971329712 0.0985610385 0.3851266794 -0.0936884984 -0.6492548105 0 0 0 0 0 0 0 0 0
0.1258321634 -0.0787274612 -1.6432996291 -0.9377932841 0.6306267109 0.3694524718 -0.2899944785 0.0543583374 0.2185412852 -0.0659854441 -0.0978648428 0 0 0 0 0 0 0 0 0
-0.3614470637 -0.2078289849 -0.8065980313 0.6344550276 0.1668022662 0.3611617182 -0.1126770742 -0.0833841201 0.3087505552 -0.3948957163 -0.4461964788 0 0 0 0 0 0 0 0 0
-0.4376329334 -0.4869535139 -1.5900028872 -1.1033286581 0.8510530861 0.0186855844 -0.2153943331 -0.1610252966 0.5217104967 -0.1224371947 -0.2570245866 0 0 0 0 0 0 0 0 0
-0.3950867794 -0.1610249661 0.4957037141 0.1153741221 2.1094854576 0.4177254231 -0.1599183083 -0.0431302466 0.9721120001 0.5361942204 -0.1496123443 0 0 0 0 0 0 0 0 0
-0.3109156964 -0.2820652566 -0.5178566189 -1.1369534599 0.6400505542 -0.1441108833 0.373024337 0.6425732883 -1.0194612552 -0.5053691037 0.7769468604 0 0 0 0 0 0 0 0 0
0.0590464276 -0.3869984717 0.2809352591 0.514827176 0.3935601084 0.0878730383 -0.2153943331 0.3898635224 -0.7028723641 -0.6942959229 0.8549793509 0 0 0 0 0 0 0 0 0
0.9836000466 0.5636171862 -0.4953925151 0.5037350428 0.1567903906 0.5728959354 0.7650430307 1.0311611503 0.4888618224 -0.1066217469 -0.3073746001 0 0 0 0 0 0 0 0 0
-0.0426064146 -0.0921100633 0.3166303572 0.0315350809 1.3428601636 -0.6855446539 -0.9168586289 -0.1871118287 -1.2022175857 -1.5396751379 -0.4975579445 0 0 0 0 0 0 0 0 0
0.3446945216 0.5003059354 -0.2566515477 0.3945033168 0.7580027645 -0.5237856176 -0.9051326454 0.6817617114 -0.1287152808 -0.2249161076 0.4918921699 0 0 0 0 0 0 0 0 0
0.0331047708 -0.1711361096 0.066140058 -0.3652359923 0.9593895957 0.9973582813 0.4373368929 0.8822812756 0.507285873 0.2969702766 -0.1017074569 0 0 0 0 0 0 0 0 0
-0.0161380224 -0.2641593224 0.6362402156 -0.1539758148 1.5718077496 -0.9236121679 -1.2392544977 -0.1791861393 0.3040098787 -0.3398054496 -0.2101740203 0 0 0 0 0 0 0 0 0
0.2527303995 -0.0037896242 0.4374975213 0.1257440283 1.0696486583 -0.9838538542 -1.1323339907 -1.0017783802 0.0258003875 -0.1550886232 -0.6794293385 0 0 0 0 0 0 0 0 0
0.4710164819 0.8268673097 -0.1056336409 0.2261771122 -0.2230577696 0.217547285 -0.2899944785 0.2538250295 1.1845521731 0.6119518453 0.1882243234 0 0 0 0 0 0 0 0 0
-0.3877756394 -0.3977715166 0.4957037141 0.5257247003 1.2798826054 -0.3585725978 -0.7188496451 0.7271799353 -0.5810037867 -0.3798110642 0.3638054699 0 0 0 0 0 0 0 0 0
0.1173869014 0.2225660947 -0.6810573165 -0.5733272347 1.4992839372 0.0126846763 -0.9051326454 0.2806746198 0.085119462 -0.6775534898 -0.2101740203 0 0 0 0 0 0 0 0 0
0.6102310233 0.5636171862 -0.717084127 -0.7394701578 0.7411593321 -0.3585725978 -0.2899944785 0.0600343945 0.2498145684 -0.0586017026 -0.3561459866 0 0 0 0 0 0 0 0 0
-0.2013323582 -0.2524925391 -0.3025388626 0.2434321927 0.3361788982 -1.4085778491 -1.3675334582 -0.0238170596 -0.4920621236 -0.6720534656 1.0312657031 0 0 0 0 0 0 0 0 0
0.3784462168 0.3258672748 0.0873939712 -1.0864507291 0.3652744648 0.0186855844 -0.261387318 0.5524112117 0.6313066126 0.1463245009 0.1388259011 0 0 0 0 0 0 0 0 0
-0.0080180527 -0.3523357023 0.215378004 -0.5893783334 -0.43349809 0.1829952447 0.3080896766 0.5389725105 -0.1630721832 -1.0602620819 0.1224434693 0 0 0 0 0 0 0 0 0
0.4284146043 -0.0380942045 0.0574822868 -0.4931643187 0.694828931 -0.1230288231 -0.3843993946 0.0656660492 -0.3003918217 -0.492272792 -0.6304258047 0 0 0 0 0 0 0 0 0
0.4374933845 -0.0853840317 -0.5030993139 -0.9099346709 0.2931132524 0.2601924062 -0.5609716592 -0.0697145414 -0.7246131606 -0.3873160514 1.2078112868 0 0 0 0 0 0 0 0 0
0.5675476867 0.0703808648 -0.0795209502 -0.1475556755 0.5312449223 0.1829952447 -0.4313312197 -0.1739504106 -1.3457770644 -0.2098314555 1.0552523488 0 0 0 0 0 0 0 0 0
0.3027465503 0.349014185 -0.0743964435 -0.3607185691 -1.4812342962 -1.0172669283 -2.0545750708 0.2407486143 -0.848053743 -1.3686691423 0.1224434693 0 0 0 0 0 0 0 0 0
-0.2440528641 -0.1711361096 -2.3599215806 0.7230387755 -0.3473280907 -0.0822250833 -0.5039834636 0.273705451 -0.3755465885 -0.5601292036 0.3402097006 0 0 0 0 0 0 0 0 0
-0.7056482264 -0.3625402244 -0.4953925151 -0.8188729559 -0.5855098331 0.1728867008 0.2599003031 -0.1483281507 -1.3252670325 -0.40255156 0.9890339105 0 0 0 0 0 0 0 0 0
-0.5723607065 -0.1610249661 0.2742754602 -0.2096377758 0.401499189 -0.0889045447 -0.5239790435 -0.153380168 0.4888618224 -0.127782831 0.5829407042 0 0 0 0 0 0 0 0 0
-0.1014712172 0.0078947836 -0.6363632278 -0.4098741582 -1.1235845662 0.6403198854 0.0077382718 -0.1020235953 0.8974157178 0.5428958768 0.0016974706 0 0 0 0 0 0 0 0 0
0.1933906573 -0.1197388148 -0.569363174 -0.6159553479 0.2931132524 -0.0889045447 -0.4575097952 0.4415951537 -0.7858221173 -0.3873160514 0.6556667993 0 0 0 0 0 0 0 0 0
-0.2524162544 -0.1316097246 -0.1056336409 0.3552601872 -0.3309374586 -1.1620662826 -1.0157656714 0.0543583374 -0.8142314588 -0.0250601191 0.8974524825 0 0 0 0 0 0 0 0 0
0.2266813938 -0.1197388148 -0.0592117537 -0.4821214864 -2.1932015299 -0.8563530065 -1.0758444814 0.189087377 0.1803531076 -0.2372026649 -0.7644418414 0 0 0 0 0 0 0 0 0
-0.2608551617 -0.3162433539 -0.1952438835 -0.6331626243 0.8305231524 0.3443587895 -0.3565389698 0.234859751 0.7948799423 0.133109175 0.1028136486 0 0 0 0 0 0 0 0 0
-0.2866389384 -0.235378998 -0.0152705868 -0.6331626243 0.2389032185 -0.158431458 -0.1514238121 0.5062662476 0.1222427324 -0.2434210671 0.7883684519 0 0 0 0 0 0 0 0 0
0.2851893158 -0.1437033661 -2.216848348 -1.5667121806 0.8860117181 -0.6174846271 -0.7636510697 0.2666681563 -0.8142314588 -0.5648753251 0.7642622807 0 0 0 0 0 0 0 0 0
0.3954009245 -0.0613055308 0.7691549665 -0.0300644041 -0.8678055313 1.1589979893 0.8575705132 1.3486815992 1.4248148494 0.7896116734 -0.6063827773 0 0 0 0 0 0 0 0 0
